Construction Materials of the Outer Walls and City/Municipality,Total Occupied Housing Units,Construction Materials of the Roof,Galvanized iron/aluminum,Tile/concrete/clay tile,Half galvanized iron and half concrete,Bamboo/cogon/ nipa/anahaw,Asbestos,Makeshift/ salvaged/ improvised materials,Trapal,Others,Not Reported
,,,,,,,,,,
NATIONAL CAPITAL REGION,,,,,,,,,,
MAITUM,,,,,,,,,,
Total,  10.397 ,  5.881 ,  19 ,  553 ,  3.932 ,  -   ,  3 ,  9 ,  -   ,  -   
Concrete/brick/stone,  1.580 ,  1.519 ,  9 ,  47 ,  5 ,  -   ,  -   ,  -   ,  -   ,  -   
Wood,  1.887 ,  1.004 ,  6 ,  97 ,  778 ,  -   ,  -   ,  2 ,  -   ,  -   
Half concrete/brick/stone and half wood,  1.934 ,  1.673 ,  4 ,  207 ,  50 ,  -   ,  -   ,  -   ,  -   ,  -   
Galvanized iron/aluminum,  70 ,  43 ,  -   ,  1 ,  26 ,  -   ,  -   ,  -   ,  -   ,  -   
Bamboo/sawali/cogon/nipa,  4.843 ,  1.571 ,  -   ,  196 ,  3.070 ,  -   ,  2 ,  4 ,  -   ,  -   
Asbestos,  -   ,  -   ,  -   ,  -   ,  -   ,  -   ,  -   ,  -   ,  -   ,  -   
Glass,  -   ,  -   ,  -   ,  -   ,  -   ,  -   ,  -   ,  -   ,  -   ,  -   
Makeshift/salvaged/improvised materials,  5 ,  2 ,  -   ,  -   ,  1 ,  -   ,  1 ,  1 ,  -   ,  -   
Trapal,  5 ,  1 ,  -   ,  -   ,  2 ,  -   ,  -   ,  2 ,  -   ,  -   
Others,  -   ,  -   ,  -   ,  -   ,  -   ,  -   ,  -   ,  -   ,  -   ,  -   
No walls,  -   ,  -   ,  -   ,  -   ,  -   ,  -   ,  -   ,  -   ,  -   ,  -   
Not Reported,  73 ,  68 ,  -   ,  5 ,  -   ,  -   ,  -   ,  -   ,  -   ,  -   
MALAPATAN,,,,,,,,,,
Total,  15.831 ,  8.310 ,  26 ,  335 ,  7.131 ,  -   ,  10 ,  17 ,  -   ,  2 
Concrete/brick/stone,  2.025 ,  1.988 ,  23 ,  8 ,  6 ,  -   ,  -   ,  -   ,  -   ,  -   
Wood,  2.358 ,  1.424 ,  -   ,  46 ,  887 ,  -   ,  -   ,  1 ,  -   ,  -   
Half concrete/brick/stone and half wood,  1.438 ,  1.345 ,  3 ,  79 ,  10 ,  -   ,  1 ,  -   ,  -   ,  -   
Galvanized iron/aluminum,  90 ,  64 ,  -   ,  7 ,  19 ,  -   ,  -   ,  -   ,  -   ,  -   
Bamboo/sawali/cogon/nipa,  9.680 ,  3.293 ,  -   ,  194 ,  6.189 ,  -   ,  3 ,  1 ,  -   ,  -   
Asbestos,  -   ,  -   ,  -   ,  -   ,  -   ,  -   ,  -   ,  -   ,  -   ,  -   
Glass,  -   ,  -   ,  -   ,  -   ,  -   ,  -   ,  -   ,  -   ,  -   ,  -   
Makeshift/salvaged/improvised materials,  40 ,  16 ,  -   ,  -   ,  17 ,  -   ,  6 ,  1 ,  -   ,  -   
Trapal,  22 ,  8 ,  -   ,  -   ,  -   ,  -   ,  -   ,  14 ,  -   ,  -   
Others,  -   ,  -   ,  -   ,  -   ,  -   ,  -   ,  -   ,  -   ,  -   ,  -   
No walls,  1 ,  1 ,  -   ,  -   ,  -   ,  -   ,  -   ,  -   ,  -   ,  -   
Not Reported,  177 ,  171 ,  -   ,  1 ,  3 ,  -   ,  -   ,  -   ,  -   ,  2 
MALUNGON,,,,,,,,,,
Total,  24.508 ,  16.348 ,  76 ,  733 ,  7.333 ,  -   ,  11 ,  7 ,  -   ,  -   
Concrete/brick/stone,  2.828 ,  2.726 ,  64 ,  16 ,  22 ,  -   ,  -   ,  -   ,  -   ,  -   
Wood,  1.386 ,  909 ,  2 ,  75 ,  400 ,  -   ,  -   ,  -   ,  -   ,  -   
Half concrete/brick/stone and half wood,  2.996 ,  2.682 ,  10 ,  260 ,  44 ,  -   ,  -   ,  -   ,  -   ,  -   
Galvanized iron/aluminum,  116 ,  91 ,  -   ,  10 ,  15 ,  -   ,  -   ,  -   ,  -   ,  -   
Bamboo/sawali/cogon/nipa,  16.945 ,  9.721 ,  -   ,  362 ,  6.847 ,  -   ,  9 ,  6 ,  -   ,  -   
Asbestos,  -   ,  -   ,  -   ,  -   ,  -   ,  -   ,  -   ,  -   ,  -   ,  -   
Glass,  -   ,  -   ,  -   ,  -   ,  -   ,  -   ,  -   ,  -   ,  -   ,  -   
Makeshift/salvaged/improvised materials,  12 ,  6 ,  -   ,  1 ,  3 ,  -   ,  2 ,  -   ,  -   ,  -   
Trapal,  3 ,  1 ,  -   ,  -   ,  1 ,  -   ,  -   ,  1 ,  -   ,  -   
Others,  -   ,  -   ,  -   ,  -   ,  -   ,  -   ,  -   ,  -   ,  -   ,  -   
No walls,  2 ,  1 ,  -   ,  -   ,  1 ,  -   ,  -   ,  -   ,  -   ,  -   
Not Reported,  220 ,  211 ,  -   ,  9 ,  -   ,  -   ,  -   ,  -   ,  -   ,  -   
COTABATO CITY,,,,,,,,,,
Total,  55.987 ,  39.724 ,  2.358 ,  6.683 ,  6.546 ,  23 ,  580 ,  39 ,  20 ,  14 
Concrete/brick/stone,  14.565 ,  13.027 ,  1.223 ,  270 ,  28 ,  5 ,  4 ,  -   ,  8 ,  -   
Wood,  26.306 ,  18.791 ,  722 ,  2.442 ,  4.090 ,  16 ,  222 ,  12 ,  11 ,  -   
Half concrete/brick/stone and half wood,  11.171 ,  7.192 ,  391 ,  3.487 ,  97 ,  -   ,  3 ,  -   ,  1 ,  -   
Galvanized iron/aluminum,  367 ,  144 ,  14 ,  132 ,  75 ,  2 ,  -   ,  -   ,  -   ,  -   
Bamboo/sawali/cogon/nipa,  2.965 ,  420 ,  -   ,  330 ,  2.197 ,  -   ,  6 ,  12 ,  -   ,  -   
Asbestos,  7 ,  5 ,  1 ,  1 ,  -   ,  -   ,  -   ,  -   ,  -   ,  -   
Glass,  -   ,  -   ,  -   ,  -   ,  -   ,  -   ,  -   ,  -   ,  -   ,  -   
Makeshift/salvaged/improvised materials,  427 ,  58 ,  -   ,  10 ,  22 ,  -   ,  335 ,  2 ,  -   ,  -   
Trapal,  65 ,  9 ,  -   ,  -   ,  35 ,  -   ,  8 ,  13 ,  -   ,  -   
Others,  11 ,  10 ,  1 ,  -   ,  -   ,  -   ,  -   ,  -   ,  -   ,  -   
No walls,  20 ,  18 ,  -   ,  -   ,  2 ,  -   ,  -   ,  -   ,  -   ,  -   
Not Reported,  83 ,  50 ,  6 ,  11 ,  -   ,  -   ,  2 ,  -   ,  -   ,  14 
,,,,,,,,,,
REGION XIII - CARAGA,,,,,,,,,,
Total,  565.495 ,  369.263 ,  4.430 ,  16.697 ,  172.021 ,  469 ,  1.480 ,  665 ,  418 ,  52 
Concrete/brick/stone,  136.166 ,  127.865 ,  3.267 ,  1.413 ,  3.366 ,  149 ,  76 ,  5 ,  25 ,  -   
Wood,  303.951 ,  175.632 ,  561 ,  6.319 ,  119.865 ,  288 ,  643 ,  325 ,  309 ,  9 
Half concrete/brick/stone and half wood,  60.934 ,  47.871 ,  532 ,  8.245 ,  4.173 ,  18 ,  65 ,  3 ,  27 ,  -   
Galvanized iron/aluminum,  2.716 ,  1.877 ,  55 ,  176 ,  603 ,  -   ,  4 ,  1 ,  -   ,  -   
Bamboo/sawali/cogon/nipa,  55.843 ,  13.126 ,  -   ,  488 ,  41.935 ,  -   ,  153 ,  103 ,  28 ,  10 
Asbestos,  380 ,  362 ,  1 ,  5 ,  -   ,  11 ,  -   ,  -   ,  1 ,  -   
Glass,  51 ,  48 ,  3 ,  -   ,  -   ,  -   ,  -   ,  -   ,  -   ,  -   
Makeshift/salvaged/improvised materials,  2.368 ,  835 ,  -   ,  18 ,  962 ,  -   ,  518 ,  33 ,  2 ,  -   
Trapal,  1.285 ,  425 ,  -   ,  -   ,  656 ,  -   ,  19 ,  183 ,  2 ,  -   
Others,  894 ,  483 ,  -   ,  8 ,  375 ,  -   ,  2 ,  5 ,  21 ,  -   
No walls,  66 ,  35 ,  9 ,  -   ,  14 ,  -   ,  -   ,  7 ,  1 ,  -   
Not Reported,  841 ,  704 ,  2 ,  25 ,  72 ,  3 ,  -   ,  -   ,  2 ,  33 
AGUSAN DEL NORTE (excluding Butuan City),,,,,,,,,,
Total,  76.225 ,  47.965 ,  428 ,  1.738 ,  25.898 ,  12 ,  97 ,  48 ,  37 ,  2 
Concrete/brick/stone,  20.273 ,  19.175 ,  309 ,  103 ,  675 ,  3 ,  3 ,  1 ,  4 ,  -   
Wood,  36.494 ,  19.772 ,  54 ,  646 ,  15.941 ,  4 ,  37 ,  15 ,  25 ,  -   
Half concrete/brick/stone and half wood,  8.801 ,  6.833 ,  54 ,  855 ,  1.053 ,  -   ,  5 ,  -   ,  1 ,  -   
Galvanized iron/aluminum,  306 ,  208 ,  11 ,  13 ,  73 ,  -   ,  1 ,  -   ,  -   ,  -   
Bamboo/sawali/cogon/nipa,  9.602 ,  1.639 ,  -   ,  113 ,  7.832 ,  -   ,  10 ,  7 ,  1 ,  -   
Asbestos,  118 ,  111 ,  -   ,  2 ,  -   ,  5 ,  -   ,  -   ,  -   ,  -   
Glass,  5 ,  5 ,  -   ,  -   ,  -   ,  -   ,  -   ,  -   ,  -   ,  -   
Makeshift/salvaged/improvised materials,  267 ,  71 ,  -   ,  1 ,  149 ,  -   ,  38 ,  8 ,  -   ,  -   
Trapal,  129 ,  35 ,  -   ,  -   ,  74 ,  -   ,  3 ,  17 ,  -   ,  -   
Others,  106 ,  21 ,  -   ,  5 ,  75 ,  -   ,  -   ,  -   ,  5 ,  -   
No walls,  7 ,  3 ,  -   ,  -   ,  3 ,  -   ,  -   ,  -   ,  1 ,  -   
Not Reported,  117 ,  92 ,  -   ,  -   ,  23 ,  -   ,  -   ,  -   ,  -   ,  2 
BUENAVISTA,,,,,,,,,,
Total,  13.670 ,  8.168 ,  190 ,  625 ,  4.628 ,  1 ,  27 ,  4 ,  27 ,  -   
Concrete/brick/stone,  3.014 ,  2.794 ,  126 ,  17 ,  72 ,  -   ,  1 ,  -   ,  4 ,  -   
Wood,  6.130 ,  3.611 ,  32 ,  240 ,  2.222 ,  1 ,  6 ,  1 ,  17 ,  -   
Half concrete/brick/stone and half wood,  1.750 ,  1.262 ,  24 ,  286 ,  175 ,  -   ,  2 ,  -   ,  1 ,  -   
Galvanized iron/aluminum,  38 ,  15 ,  8 ,  2 ,  13 ,  -   ,  -   ,  -   ,  -   ,  -   
Bamboo/sawali/cogon/nipa,  2.527 ,  414 ,  -   ,  74 ,  2.032 ,  -   ,  4 ,  3 ,  -   ,  -   
Asbestos,  3 ,  3 ,  -   ,  -   ,  -   ,  -   ,  -   ,  -   ,  -   ,  -   
Glass,  1 ,  1 ,  -   ,  -   ,  -   ,  -   ,  -   ,  -   ,  -   ,  -   
Makeshift/salvaged/improvised materials,  73 ,  18 ,  -   ,  1 ,  40 ,  -   ,  14 ,  -   ,  -   ,  -   
Trapal,  19 ,  6 ,  -   ,  -   ,  13 ,  -   ,  -   ,  -   ,  -   ,  -   
Others,  76 ,  11 ,  -   ,  5 ,  56 ,  -   ,  -   ,  -   ,  4 ,  -   
No walls,  4 ,  2 ,  -   ,  -   ,  1 ,  -   ,  -   ,  -   ,  1 ,  -   
Not Reported,  35 ,  31 ,  -   ,  -   ,  4 ,  -   ,  -   ,  -   ,  -   ,  -   
CITY OF CABADBARAN,,,,,,,,,,
Total,  16.447 ,  10.600 ,  118 ,  387 ,  5.313 ,  2 ,  4 ,  22 ,  1 ,  -   
Concrete/brick/stone,  6.589 ,  6.130 ,  94 ,  36 ,  326 ,  2 ,  -   ,  1 ,  -   ,  -   
Wood,  6.505 ,  2.778 ,  5 ,  94 ,  3.621 ,  -   ,  -   ,  7 ,  -   ,  -   
Half concrete/brick/stone and half wood,  2.003 ,  1.439 ,  19 ,  243 ,  302 ,  -   ,  -   ,  -   ,  -   ,  -   
Galvanized iron/aluminum,  49 ,  27 ,  -   ,  -   ,  21 ,  -   ,  1 ,  -   ,  -   ,  -   
Bamboo/sawali/cogon/nipa,  1.221 ,  198 ,  -   ,  14 ,  1.008 ,  -   ,  -   ,  1 ,  -   ,  -   
Asbestos,  -   ,  -   ,  -   ,  -   ,  -   ,  -   ,  -   ,  -   ,  -   ,  -   
Glass,  -   ,  -   ,  -   ,  -   ,  -   ,  -   ,  -   ,  -   ,  -   ,  -   
Makeshift/salvaged/improvised materials,  18 ,  4 ,  -   ,  -   ,  9 ,  -   ,  3 ,  2 ,  -   ,  -   
Trapal,  39 ,  11 ,  -   ,  -   ,  17 ,  -   ,  -   ,  11 ,  -   ,  -   
Others,  5 ,  1 ,  -   ,  -   ,  3 ,  -   ,  -   ,  -   ,  1 ,  -   
No walls,  3 ,  1 ,  -   ,  -   ,  2 ,  -   ,  -   ,  -   ,  -   ,  -   
Not Reported,  15 ,  11 ,  -   ,  -   ,  4 ,  -   ,  -   ,  -   ,  -   ,  -   
CARMEN,,,,,,,,,,
Total,  4.628 ,  2.987 ,  12 ,  100 ,  1.527 ,  -   ,  2 ,  -   ,  -   ,  -   
Concrete/brick/stone,  684 ,  662 ,  8 ,  6 ,  8 ,  -   ,  -   ,  -   ,  -   ,  -   
Wood,  2.515 ,  1.662 ,  2 ,  47 ,  803 ,  -   ,  1 ,  -   ,  -   ,  -   
Half concrete/brick/stone and half wood,  522 ,  464 ,  2 ,  42 ,  14 ,  -   ,  -   ,  -   ,  -   ,  -   
Galvanized iron/aluminum,  11 ,  5 ,  -   ,  1 ,  5 ,  -   ,  -   ,  -   ,  -   ,  -   
Bamboo/sawali/cogon/nipa,  883 ,  185 ,  -   ,  4 ,  694 ,  -   ,  -   ,  -   ,  -   ,  -   
Asbestos,  -   ,  -   ,  -   ,  -   ,  -   ,  -   ,  -   ,  -   ,  -   ,  -   
Glass,  -   ,  -   ,  -   ,  -   ,  -   ,  -   ,  -   ,  -   ,  -   ,  -   
Makeshift/salvaged/improvised materials,  2 ,  1 ,  -   ,  -   ,  1 ,  -   ,  -   ,  -   ,  -   ,  -   
Trapal,  5 ,  2 ,  -   ,  -   ,  2 ,  -   ,  1 ,  -   ,  -   ,  -   
Others,  -   ,  -   ,  -   ,  -   ,  -   ,  -   ,  -   ,  -   ,  -   ,  -   
No walls,  -   ,  -   ,  -   ,  -   ,  -   ,  -   ,  -   ,  -   ,  -   ,  -   
Not Reported,  6 ,  6 ,  -   ,  -   ,  -   ,  -   ,  -   ,  -   ,  -   ,  -   
JABONGA,,,,,,,,,,
Total,  5.114 ,  2.480 ,  13 ,  103 ,  2.514 ,  -   ,  2 ,  2 ,  -   ,  -   
Concrete/brick/stone,  915 ,  842 ,  8 ,  9 ,  56 ,  -   ,  -   ,  -   ,  -   ,  -   
Wood,  3.199 ,  1.251 ,  3 ,  63 ,  1.880 ,  -   ,  -   ,  2 ,  -   ,  -   
Half concrete/brick/stone and half wood,  419 ,  292 ,  -   ,  25 ,  102 ,  -   ,  -   ,  -   ,  -   ,  -   
Galvanized iron/aluminum,  49 ,  37 ,  2 ,  5 ,  5 ,  -   ,  -   ,  -   ,  -   ,  -   
Bamboo/sawali/cogon/nipa,  484 ,  45 ,  -   ,  1 ,  438 ,  -   ,  -   ,  -   ,  -   ,  -   
Asbestos,  2 ,  2 ,  -   ,  -   ,  -   ,  -   ,  -   ,  -   ,  -   ,  -   
Glass,  2 ,  2 ,  -   ,  -   ,  -   ,  -   ,  -   ,  -   ,  -   ,  -   
Makeshift/salvaged/improvised materials,  38 ,  8 ,  -   ,  -   ,  28 ,  -   ,  2 ,  -   ,  -   ,  -   
Trapal,  6 ,  1 ,  -   ,  -   ,  5 ,  -   ,  -   ,  -   ,  -   ,  -   
Others,  -   ,  -   ,  -   ,  -   ,  -   ,  -   ,  -   ,  -   ,  -   ,  -   
No walls,  -   ,  -   ,  -   ,  -   ,  -   ,  -   ,  -   ,  -   ,  -   ,  -   
Not Reported,  -   ,  -   ,  -   ,  -   ,  -   ,  -   ,  -   ,  -   ,  -   ,  -   
KITCHARAO,,,,,,,,,,
Total,  4.022 ,  2.446 ,  47 ,  104 ,  1.417 ,  7 ,  1 ,  -   ,  -   ,  -   
Concrete/brick/stone,  1.324 ,  1.255 ,  41 ,  12 ,  16 ,  -   ,  -   ,  -   ,  -   ,  -   
Wood,  2.012 ,  885 ,  2 ,  55 ,  1.068 ,  2 ,  -   ,  -   ,  -   ,  -   
Half concrete/brick/stone and half wood,  318 ,  261 ,  3 ,  34 ,  20 ,  -   ,  -   ,  -   ,  -   ,  -   
Galvanized iron/aluminum,  6 ,  4 ,  1 ,  -   ,  1 ,  -   ,  -   ,  -   ,  -   ,  -   
Bamboo/sawali/cogon/nipa,  333 ,  26 ,  -   ,  3 ,  304 ,  -   ,  -   ,  -   ,  -   ,  -   
Asbestos,  14 ,  9 ,  -   ,  -   ,  -   ,  5 ,  -   ,  -   ,  -   ,  -   
Glass,  -   ,  -   ,  -   ,  -   ,  -   ,  -   ,  -   ,  -   ,  -   ,  -   
Makeshift/salvaged/improvised materials,  7 ,  3 ,  -   ,  -   ,  3 ,  -   ,  1 ,  -   ,  -   ,  -   
Trapal,  6 ,  1 ,  -   ,  -   ,  5 ,  -   ,  -   ,  -   ,  -   ,  -   
Others,  -   ,  -   ,  -   ,  -   ,  -   ,  -   ,  -   ,  -   ,  -   ,  -   
No walls,  -   ,  -   ,  -   ,  -   ,  -   ,  -   ,  -   ,  -   ,  -   ,  -   
Not Reported,  2 ,  2 ,  -   ,  -   ,  -   ,  -   ,  -   ,  -   ,  -   ,  -   
LAS NIEVES,,,,,,,,,,
Total,  5.648 ,  3.614 ,  18 ,  72 ,  1.937 ,  -   ,  4 ,  3 ,  -   ,  -   
Concrete/brick/stone,  532 ,  509 ,  12 ,  2 ,  9 ,  -   ,  -   ,  -   ,  -   ,  -   
Wood,  2.845 ,  2.122 ,  2 ,  20 ,  701 ,  -   ,  -   ,  -   ,  -   ,  -   
Half concrete/brick/stone and half wood,  678 ,  612 ,  4 ,  37 ,  25 ,  -   ,  -   ,  -   ,  -   ,  -   
Galvanized iron/aluminum,  61 ,  48 ,  -   ,  4 ,  9 ,  -   ,  -   ,  -   ,  -   ,  -   
Bamboo/sawali/cogon/nipa,  1.490 ,  293 ,  -   ,  9 ,  1.185 ,  -   ,  2 ,  1 ,  -   ,  -   
Asbestos,  18 ,  18 ,  -   ,  -   ,  -   ,  -   ,  -   ,  -   ,  -   ,  -   
Glass,  -   ,  -   ,  -   ,  -   ,  -   ,  -   ,  -   ,  -   ,  -   ,  -   
Makeshift/salvaged/improvised materials,  4 ,  2 ,  -   ,  -   ,  -   ,  -   ,  2 ,  -   ,  -   ,  -   
Trapal,  18 ,  8 ,  -   ,  -   ,  8 ,  -   ,  -   ,  2 ,  -   ,  -   
Others,  -   ,  -   ,  -   ,  -   ,  -   ,  -   ,  -   ,  -   ,  -   ,  -   
No walls,  -   ,  -   ,  -   ,  -   ,  -   ,  -   ,  -   ,  -   ,  -   ,  -   
Not Reported,  2 ,  2 ,  -   ,  -   ,  -   ,  -   ,  -   ,  -   ,  -   ,  -   
MAGALLANES,,,,,,,,,,
Total,  4.460 ,  2.822 ,  4 ,  45 ,  1.585 ,  -   ,  4 ,  -   ,  -   ,  -   
Concrete/brick/stone,  1.416 ,  1.378 ,  4 ,  1 ,  33 ,  -   ,  -   ,  -   ,  -   ,  -   
Wood,  2.222 ,  1.106 ,  -   ,  30 ,  1.085 ,  -   ,  1 ,  -   ,  -   ,  -   
Half concrete/brick/stone and half wood,  317 ,  218 ,  -   ,  10 ,  89 ,  -   ,  -   ,  -   ,  -   ,  -   
Galvanized iron/aluminum,  6 ,  5 ,  -   ,  -   ,  1 ,  -   ,  -   ,  -   ,  -   ,  -   
Bamboo/sawali/cogon/nipa,  437 ,  67 ,  -   ,  2 ,  367 ,  -   ,  1 ,  -   ,  -   ,  -   
Asbestos,  44 ,  42 ,  -   ,  2 ,  -   ,  -   ,  -   ,  -   ,  -   ,  -   
Glass,  -   ,  -   ,  -   ,  -   ,  -   ,  -   ,  -   ,  -   ,  -   ,  -   
Makeshift/salvaged/improvised materials,  8 ,  1 ,  -   ,  -   ,  6 ,  -   ,  1 ,  -   ,  -   ,  -   
Trapal,  3 ,  -   ,  -   ,  -   ,  2 ,  -   ,  1 ,  -   ,  -   ,  -   
Others,  1 ,  1 ,  -   ,  -   ,  -   ,  -   ,  -   ,  -   ,  -   ,  -   
No walls,  -   ,  -   ,  -   ,  -   ,  -   ,  -   ,  -   ,  -   ,  -   ,  -   
Not Reported,  6 ,  4 ,  -   ,  -   ,  2 ,  -   ,  -   ,  -   ,  -   ,  -   
NASIPIT,,,,,,,,,,
Total,  9.079 ,  7.299 ,  13 ,  118 ,  1.614 ,  1 ,  22 ,  3 ,  7 ,  2 
Concrete/brick/stone,  2.348 ,  2.324 ,  9 ,  3 ,  12 ,  -   ,  -   ,  -   ,  -   ,  -   
Wood,  4.728 ,  3.633 ,  3 ,  39 ,  1.038 ,  1 ,  7 ,  1 ,  6 ,  -   
Half concrete/brick/stone and half wood,  1.099 ,  999 ,  1 ,  74 ,  25 ,  -   ,  -   ,  -   ,  -   ,  -   
Galvanized iron/aluminum,  19 ,  10 ,  -   ,  -   ,  9 ,  -   ,  -   ,  -   ,  -   ,  -   
Bamboo/sawali/cogon/nipa,  752 ,  255 ,  -   ,  2 ,  490 ,  -   ,  2 ,  2 ,  1 ,  -   
Asbestos,  29 ,  29 ,  -   ,  -   ,  -   ,  -   ,  -   ,  -   ,  -   ,  -   
Glass,  -   ,  -   ,  -   ,  -   ,  -   ,  -   ,  -   ,  -   ,  -   ,  -   
Makeshift/salvaged/improvised materials,  67 ,  19 ,  -   ,  -   ,  36 ,  -   ,  12 ,  -   ,  -   ,  -   
Trapal,  7 ,  3 ,  -   ,  -   ,  3 ,  -   ,  1 ,  -   ,  -   ,  -   
Others,  4 ,  3 ,  -   ,  -   ,  1 ,  -   ,  -   ,  -   ,  -   ,  -   
No walls,  -   ,  -   ,  -   ,  -   ,  -   ,  -   ,  -   ,  -   ,  -   ,  -   
Not Reported,  26 ,  24 ,  -   ,  -   ,  -   ,  -   ,  -   ,  -   ,  -   ,  2 
SANTIAGO,,,,,,,,,,
Total,  4.491 ,  2.668 ,  5 ,  47 ,  1.733 ,  -   ,  23 ,  13 ,  2 ,  -   
Concrete/brick/stone,  1.090 ,  1.053 ,  3 ,  7 ,  25 ,  -   ,  2 ,  -   ,  -   ,  -   
Wood,  2.583 ,  1.104 ,  2 ,  30 ,  1.424 ,  -   ,  17 ,  4 ,  2 ,  -   
Half concrete/brick/stone and half wood,  564 ,  473 ,  -   ,  8 ,  80 ,  -   ,  3 ,  -   ,  -   ,  -   
Galvanized iron/aluminum,  4 ,  3 ,  -   ,  -   ,  1 ,  -   ,  -   ,  -   ,  -   ,  -   
Bamboo/sawali/cogon/nipa,  199 ,  24 ,  -   ,  2 ,  173 ,  -   ,  -   ,  -   ,  -   ,  -   
Asbestos,  -   ,  -   ,  -   ,  -   ,  -   ,  -   ,  -   ,  -   ,  -   ,  -   
Glass,  -   ,  -   ,  -   ,  -   ,  -   ,  -   ,  -   ,  -   ,  -   ,  -   
Makeshift/salvaged/improvised materials,  35 ,  10 ,  -   ,  -   ,  18 ,  -   ,  1 ,  6 ,  -   ,  -   
Trapal,  13 ,  1 ,  -   ,  -   ,  9 ,  -   ,  -   ,  3 ,  -   ,  -   
Others,  -   ,  -   ,  -   ,  -   ,  -   ,  -   ,  -   ,  -   ,  -   ,  -   
No walls,  -   ,  -   ,  -   ,  -   ,  -   ,  -   ,  -   ,  -   ,  -   ,  -   
Not Reported,  3 ,  -   ,  -   ,  -   ,  3 ,  -   ,  -   ,  -   ,  -   ,  -   
TUBAY,,,,,,,,,,
Total,  5.180 ,  2.864 ,  4 ,  109 ,  2.200 ,  1 ,  1 ,  1 ,  -   ,  -   
Concrete/brick/stone,  1.306 ,  1.194 ,  4 ,  8 ,  99 ,  1 ,  -   ,  -   ,  -   ,  -   
Wood,  1.999 ,  951 ,  -   ,  17 ,  1.031 ,  -   ,  -   ,  -   ,  -   ,  -   
Half concrete/brick/stone and half wood,  801 ,  553 ,  -   ,  81 ,  167 ,  -   ,  -   ,  -   ,  -   ,  -   
Galvanized iron/aluminum,  59 ,  52 ,  -   ,  1 ,  6 ,  -   ,  -   ,  -   ,  -   ,  -   
Bamboo/sawali/cogon/nipa,  952 ,  90 ,  -   ,  2 ,  860 ,  -   ,  -   ,  -   ,  -   ,  -   
Asbestos,  1 ,  1 ,  -   ,  -   ,  -   ,  -   ,  -   ,  -   ,  -   ,  -   
Glass,  2 ,  2 ,  -   ,  -   ,  -   ,  -   ,  -   ,  -   ,  -   ,  -   
Makeshift/salvaged/improvised materials,  8 ,  3 ,  -   ,  -   ,  4 ,  -   ,  1 ,  -   ,  -   ,  -   
Trapal,  10 ,  1 ,  -   ,  -   ,  8 ,  -   ,  -   ,  1 ,  -   ,  -   
Others,  20 ,  5 ,  -   ,  -   ,  15 ,  -   ,  -   ,  -   ,  -   ,  -   
No walls,  -   ,  -   ,  -   ,  -   ,  -   ,  -   ,  -   ,  -   ,  -   ,  -   
Not Reported,  22 ,  12 ,  -   ,  -   ,  10 ,  -   ,  -   ,  -   ,  -   ,  -   
REMEDIOS T. ROMUALDEZ,,,,,,,,,,
Total,  3.486 ,  2.017 ,  4 ,  28 ,  1.430 ,  -   ,  7 ,  -   ,  -   ,  -   
Concrete/brick/stone,  1.055 ,  1.034 ,  -   ,  2 ,  19 ,  -   ,  -   ,  -   ,  -   ,  -   
Wood,  1.756 ,  669 ,  3 ,  11 ,  1.068 ,  -   ,  5 ,  -   ,  -   ,  -   
Half concrete/brick/stone and half wood,  330 ,  260 ,  1 ,  15 ,  54 ,  -   ,  -   ,  -   ,  -   ,  -   
Galvanized iron/aluminum,  4 ,  2 ,  -   ,  -   ,  2 ,  -   ,  -   ,  -   ,  -   ,  -   
Bamboo/sawali/cogon/nipa,  324 ,  42 ,  -   ,  -   ,  281 ,  -   ,  1 ,  -   ,  -   ,  -   
Asbestos,  7 ,  7 ,  -   ,  -   ,  -   ,  -   ,  -   ,  -   ,  -   ,  -   
Glass,  -   ,  -   ,  -   ,  -   ,  -   ,  -   ,  -   ,  -   ,  -   ,  -   
Makeshift/salvaged/improvised materials,  7 ,  2 ,  -   ,  -   ,  4 ,  -   ,  1 ,  -   ,  -   ,  -   
Trapal,  3 ,  1 ,  -   ,  -   ,  2 ,  -   ,  -   ,  -   ,  -   ,  -   
Others,  -   ,  -   ,  -   ,  -   ,  -   ,  -   ,  -   ,  -   ,  -   ,  -   
No walls,  -   ,  -   ,  -   ,  -   ,  -   ,  -   ,  -   ,  -   ,  -   ,  -   
Not Reported,  -   ,  -   ,  -   ,  -   ,  -   ,  -   ,  -   ,  -   ,  -   ,  -   
BUTUAN CITY (Capital),,,,,,,,,,
Total,  74.972 ,  56.958 ,  875 ,  2.737 ,  13.706 ,  84 ,  519 ,  47 ,  46 ,  -   
Concrete/brick/stone,  22.605 ,  21.575 ,  680 ,  186 ,  90 ,  21 ,  46 ,  1 ,  6 ,  -   
Wood,  39.467 ,  27.736 ,  79 ,  1.479 ,  9.830 ,  60 ,  247 ,  16 ,  20 ,  -   
Half concrete/brick/stone and half wood,  7.250 ,  5.964 ,  110 ,  992 ,  158 ,  2 ,  19 ,  1 ,  4 ,  -   
Galvanized iron/aluminum,  196 ,  118 ,  5 ,  21 ,  52 ,  -   ,  -   ,  -   ,  -   ,  -   
