,name,poverty-inc,cov,conf-int-lowerlimit,conf-int-upper-limit,year
465,Ditsaan-Ramain,"64,2","8,2","55,5","72,9",2015
466,Divilacan,"26,2","18,1","18,4","33,9",2015
467,Dolores (AA),"16,3","11,5","13,2","19,4",2015
468,Dolores (ES),"47,3","6,0","42,6","51,9",2015
469,Dolores (QN),"9,5","19,4","6,5","12,5",2015
470,Don Carlos,"39,0","10,3","32,4","45,6",2015
471,Don Marcelino,"59,6","12,3","47,5","71,7",2015
472,Donsol,"46,8","7,9","40,7","52,9",2015
473,Don Victoriano Chiongbian,"59,1","8,5","50,8","67,4",2015
474,Dona Remedios Trinidad,"18,9","27,3","10,4","27,3",2015
475,Duero,"29,6","9,7","24,9","34,3",2015
476,Duenas,"24,7","11,9","19,8","29,5",2015
477,Dulag,"31,5","8,6","27,0","35,9",2015
478,Dumaguete,"11,8","15,0","8,9","14,7",2015
479,Dumalag,"15,9","21,9","10,2","21,6",2015
480,Dumalinao,"43,1","8,1","37,4","48,8",2015
481,Dumalneg,"12,1","46,0","2,9","21,3",2015
482,Dumangas,"21,0","13,2","16,4","25,6",2015
483,Dumanjug,"30,9","9,1","26,3","35,5",2015
484,Dumaran,"24,3","16,0","17,9","30,7",2015
485,Dumarao,"20,8","15,0","15,7","25,9",2015
486,Dumingag,"48,3","6,3","43,3","53,3",2015
487,Dupax Del Norte,"12,8","27,8","7,0","18,7",2015
488,Dupax Del Sur,"14,4","23,3","8,9","20,0",2015
489,Echague,"15,8","9,4","13,3","18,2",2015
490,El Nido,"22,1","14,4","16,9","27,4",2015
491,El Salvador,"27,1","13,7","20,9","33,2",2015
492,Enrile,"12,6","14,8","9,5","15,7",2015
493,E. B. Magalona,"19,9","15,8","14,7","25,1",2015
494,Enrique Villanueva,"23,0","14,6","17,5","28,5",2015
495,Escalante,"23,8","16,1","17,5","30,1",2015
496,Esperanza (AS),"50,5","5,9","45,6","55,4",2015
497,Esperanza (MS),"48,2","8,7","41,3","55,1",2015
498,Esperanza (SK),"33,4","7,5","29,3","37,5",2015
499,Estancia,"24,0","14,7","18,2","29,8",2015
500,Famy,"10,2","20,3","6,8","13,6",2015
501,Ferrol,"33,2","16,5","24,2","42,2",2015
502,Flora,"17,8","13,7","13,8","21,8",2015
503,Floridablanca,"13,1","16,9","9,5","16,8",2015
504,Gabaldon,"17,8","15,7","13,2","22,4",2015
505,Gainza,"38,8","10,7","32,0","45,6",2015
506,Galimuyod,"13,0","16,5","9,5","16,5",2015
507,Gamay,"44,3","9,8","37,1","51,4",2015
508,Gamu,"13,3","18,1","9,3","17,2",2015
509,Ganassi,"63,2","9,5","53,3","73,0",2015
510,Gandara,"45,9","7,5","40,2","51,5",2015
511,Gapan,"14,6","14,7","11,0","18,1",2015
512,Garchitorena,"59,7","5,1","54,7","64,8",2015
513,Garcia-Hernandez,"26,3","8,7","22,6","30,1",2015
514,Gasan,"14,9","13,8","11,5","18,3",2015
515,Gattaran,"14,8","10,9","12,2","17,5",2015
516,Gen. Emilio Aguinaldo,"9,6","8,7","8,2","11,0",2015
517,General Luna (QN),"27,5","9,1","23,4","31,6",2015
518,General Luna  (SN),"41,1","8,5","35,3","46,8",2015
519,General Macarthur,"48,4","8,3","41,8","55,0",2015
520,General Mamerto Natividad,"16,7","14,2","12,8","20,6",2015
521,General Nakar,"31,5","15,2","23,6","39,4",2015
522,General Santos,"23,5","9,7","19,7","27,2",2015
523,General Tinio,"14,9","20,5","9,9","20,0",2015
524,General Trias,"3,9","15,6","2,9","4,9",2015
525,Gen. Mariano Alvarez,"8,0","13,4","6,3","9,8",2015
526,Gen S.K Pendatun,"58,6","11,2","47,8","69,3",2015
527,Gerona,"12,8","11,1","10,5","15,2",2015
528,Getafe,"42,9","7,8","37,4","48,5",2015
529,Gigaquit,"40,5","9,2","34,4","46,7",2015
530,Gigmoto,"48,2","10,0","40,3","56,2",2015
531,Ginatilan,"33,3","9,9","27,9","38,7",2015
532,Gingoog,"29,6","7,8","25,9","33,4",2015
533,Giporlos,"43,2","8,9","36,8","49,5",2015
534,Gitagum,"41,6","13,8","32,1","51,0",2015
535,Glan,"52,6","3,9","49,3","56,0",2015
536,Gloria,"16,9","15,4","12,6","21,2",2015
537,Goa,"35,4","6,2","31,8","39,0",2015
538,Godod,"68,2","6,5","61,0","75,5",2015
539,Gonzaga,"13,1","15,6","9,7","16,5",2015
540,Governor Generoso,"34,4","14,7","26,1","42,7",2015
541,Gregorio Del Pilar,"19,3","21,5","12,4","26,1",2015
542,Guagua,"7,7","15,7","5,7","9,7",2015
543,Gubat,"30,5","10,8","25,1","36,0",2015
544,Guiguinto (BU),"5,7","26,9","3,2","8,2",2015
545,Guihulngan,"54,0","4,5","50,1","58,0",2015
546,Guimba,"18,9","10,3","15,7","22,1",2015
547,Guimbal,"16,8","14,7","12,7","20,8",2015
548,Guinayangan,"22,5","14,5","17,1","27,8",2015
549,Guindulman,"30,0","9,4","25,4","34,6",2015
550,Guindulungan,"62,7","14,9","47,3","78,1",2015
551,Guinobatan,"23,4","9,6","19,7","27,1",2015
552,Guinsiliban,"61,0","6,6","54,5","67,6",2015
553,Guipos,"42,5","10,4","35,2","49,7",2015
554,Guiuan,"34,6","6,9","30,7","38,5",2015
555,Gumaca,"13,1","13,1","10,3","15,9",2015
556,Gutalac,"61,4","6,0","55,3","67,5",2015
557,Hadji Mohammad Ajul,"56,1","15,2","42,0","70,1",2015
558,Hadji Muhtamad,"57,2","15,1","43,0","71,4",2015
559,Hadji Panglima Tahil,"50,1","25,1","29,4","70,7",2015
560,Hagonoy (BU),"6,1","19,1","4,2","8,1",2015
561,Hagonoy (DS),"20,4","17,6","14,5","26,3",2015
562,Hamtic,"20,8","11,9","16,8","24,9",2015
563,Hermosa,"14,1","15,7","10,5","17,7",2015
564,Hernani,"43,4","11,1","35,5","51,3",2015
565,Hilongos,"33,9","7,6","29,6","38,1",2015
566,Himamaylan,"19,8","15,8","14,6","24,9",2015
567,Hinabangan,"39,4","10,2","32,8","46,0",2015
568,Hinatuan,"40,3","6,5","36,0","44,6",2015
569,Hindang,"28,1","12,4","22,4","33,9",2015
570,Hingyon,"32,4","8,7","27,7","37,0",2015
571,Hinigaran,"16,6","17,9","11,7","21,4",2015
572,Hinobaan,"26,3","16,5","19,2","33,4",2015
573,Hinunangan,"40,2","7,8","35,0","45,4",2015
574,Hinundayan,"37,1","9,5","31,3","42,9",2015
575,Hungduan,"27,0","11,3","22,0","32,0",2015
576,Iba,"16,8","19,0","11,5","22,0",2015
577,Ibaan,"7,2","19,4","4,9","9,5",2015
578,Ibajay,"21,8","13,5","16,9","26,6",2015
579,Igbaras,"25,4","11,0","20,8","30,0",2015
580,Iguig,"12,5","15,6","9,3","15,7",2015
581,Ilagan,"13,3","10,5","11,0","15,6",2015
582,Iligan,"17,3","12,8","13,6","20,9",2015
583,Ilog,"19,2","23,5","11,8","26,6",2015
584,Iloilo,"13,5","11,3","11,0","16,0",2015
585,Imelda,"37,8","9,8","31,7","43,9",2015
586,Impasug-Ong,"58,0","11,6","46,9","69,1",2015
587,Imus,"4,9","13,8","3,8","6,0",2015
588,Inabanga,"31,1","8,1","27,0","35,3",2015
589,Indanan,"50,2","13,0","39,4","60,9",2015
590,Indang,"5,5","17,4","3,9","7,1",2015
591,Infanta (PS),"14,2","16,7","10,3","18,1",2015
592,Infanta (QN),"11,9","20,7","7,9","16,0",2015
593,Initao,"31,9","15,3","23,8","39,9",2015
594,Inopacan,"35,4","10,1","29,5","41,2",2015
595,Ipil,"23,2","11,4","18,9","27,6",2015
596,Iriga,"28,4","7,1","25,1","31,7",2015
597,Irosin,"37,3","10,4","31,0","43,7",2015
598,Isabel,"23,4","12,8","18,5","28,4",2015
599,Isabela (BAS),,,,,2015
600,Isabela (NO),"26,8","13,5","20,9","32,8",2015
601,Igacos,"28,5","9,7","24,0","33,1",2015
602,Isulan,"25,8","10,1","21,5","30,0",2015
603,Itbayat,"26,4","14,5","20,1","32,7",2015
604,Itogon,"6,3","20,1","4,2","8,4",2015
605,Ivana,"18,3","25,8","10,5","26,0",2015
606,Ivisan,"18,7","18,6","13,0","24,5",2015
607,Jabonga,"42,3","9,7","35,6","49,1",2015
608,Jaen,"17,0","14,2","13,0","21,0",2015
609,Jagna,"23,3","9,5","19,7","27,0",2015
610,Jalajala,"17,7","20,3","11,8","23,6",2015
611,Jamindan,"24,6","11,5","20,0","29,2",2015
612,Janiuay,"25,7","10,2","21,4","30,0",2015
613,Jaro,"41,5","6,6","37,0","46,0",2015
614,Jasaan,"30,0","12,6","23,8","36,2",2015
615,Javier,"36,9","9,1","31,3","42,4",2015
616,Jiabong,"44,0","9,8","36,9","51,1",2015
617,Jimalalud,"62,5","4,3","58,1","66,9",2015
618,Jimenez,"23,6","12,3","18,8","28,4",2015
619,Jipapad,"49,9","11,1","40,8","59,0",2015
620,Jolo,"40,7","22,3","25,8","55,6",2015
621,Jomalig,"45,5","17,4","32,5","58,5",2015
622,Jones,"14,7","11,4","11,9","17,5",2015
623,Jordan,"19,3","20,1","12,9","25,7",2015
624,Jose Abad Santos,"65,4","11,0","53,5","77,2",2015
625,Jose Dalman,"58,7","7,8","51,2","66,3",2015
626,Josefina,"41,2","10,8","33,8","48,5",2015
627,Jose Panganiban,"34,4","7,8","30,0","38,8",2015
628,Jovellar,"37,9","11,2","30,9","44,8",2015
629,Juban,"40,2","10,2","33,5","46,9",2015
630,Julita,"33,2","9,9","27,8","38,7",2015
631,Kabacan,"36,9","7,2","32,5","41,2",2015
632,Kabankalan,"25,8","13,1","20,2","31,4",2015
633,Kabasalan,"41,5","6,6","37,0","46,0",2015
634,Kabayan,"10,4","15,5","7,7","13,0",2015
635,Kabugao,"24,9","10,8","20,5","29,3",2015
636,Kabuntalan,"62,5","11,1","51,0","73,9",2015
637,Kadingilan,"57,5","8,1","49,8","65,2",2015
638,Kalamansig,"53,8","5,7","48,7","58,9",2015
639,Kalawit,"61,9","8,2","53,6","70,2",2015
640,Kalayaan (LA),"11,9","15,9","8,8","15,0",2015
641,Kalayaan (PN),,,,,2015
642,Kalibo,"12,5","25,1","7,3","17,7",2015
643,Kalilangan,"52,1","9,7","43,8","60,4",2015
644,Kalingalan Caluang,"49,2","19,7","33,3","65,2",2015
645,Kananga,"34,6","10,4","28,6","40,5",2015
646,Kapai,"73,6","8,5","63,4","83,8",2015
647,Kapalong,"31,2","11,5","25,3","37,1",2015
648,Kapangan,"13,5","12,9","10,6","16,4",2015
649,Kapatagan (LN),"47,1","8,3","40,7","53,6",2015
650,Kapatagan (LS),"62,6","12,2","50,0","75,2",2015
651,Kasibu,"17,8","21,9","11,4","24,2",2015
652,Katipunan,"53,0","5,7","48,0","58,0",2015
653,Kauswagan,"37,5","9,4","31,7","43,2",2015
654,Kawayan,"35,5","11,4","28,8","42,1",2015
655,Kawit,"9,5","11,3","7,7","11,3",2015
656,Kayapa,"21,1","26,7","11,8","30,3",2015
657,Kiamba,"48,0","6,7","42,7","53,3",2015
658,Kiangan,"24,2","9,6","20,4","28,0",2015
659,Kibawe,"45,3","10,6","37,4","53,2",2015
660,Kiblawan,"29,2","13,4","22,8","35,6",2015
661,Kibungan,"18,5","14,4","14,1","22,9",2015
662,Kidapawan,"19,1","9,5","16,1","22,0",2015
663,Kinoguitan,"26,4","9,3","22,4","30,5",2015
664,Kitaotao,"65,5","7,7","57,2","73,8",2015
665,Kitcharao,"30,7","14,3","23,5","37,9",2015
666,Kolambugan,"28,7","8,1","24,9","32,5",2015
667,Koronadal,"22,4","9,3","19,0","25,8",2015
668,Kumalarang,"46,0","9,7","38,6","53,3",2015
669,Laak,"41,1","9,4","34,8","47,5",2015
670,Labangan,"33,6","8,4","29,0","38,3",2015
671,Labason,"43,7","7,9","38,0","49,4",2015
672,Labo,"39,4","6,3","35,4","43,5",2015
673,Labrador,"11,0","25,0","6,5","15,5",2015
674,La Carlota,"12,3","22,4","7,7","16,8",2015
675,La Castellana,"26,1","20,4","17,3","34,9",2015
676,Lacub,"27,1","14,6","20,6","33,7",2015
677,Lagangilang,"22,4","11,3","18,2","26,5",2015
678,Lagawe,"19,7","10,0","16,5","22,9",2015
679,Lagayan,"27,2","14,4","20,8","33,7",2015
680,Lagonglong,"32,5","18,2","22,7","42,2",2015
681,Lagonoy,"41,3","5,9","37,2","45,3",2015
682,Laguindingan,"36,4","12,1","29,2","43,7",2015
683,Lake Sebu,"64,0","4,9","58,9","69,1",2015
684,Lakewood,"51,0","9,7","42,8","59,1",2015
685,Lala,"42,0","13,5","32,7","51,3",2015
686,La Libertad (NR),"57,5","5,3","52,5","62,5",2015
687,La Libertad (ZN),"49,0","9,3","41,5","56,5",2015
688,Lallo,"11,1","13,9","8,6","13,6",2015
689,Lambayong,"43,0","5,7","38,9","47,0",2015
690,Lambunao,"26,3","9,0","22,4","30,2",2015
691,Lamitan,"37,6","15,9","27,7","47,4",2015
692,Lamut,"21,2","10,5","17,5","24,8",2015
693,Langiden,"17,4","21,0","11,4","23,4",2015
694,Languyan,"22,1","24,9","13,0","31,1",2015
695,Lantapan,"48,3","10,5","40,0","56,6",2015
696,Lantawan,"45,8","14,3","35,0","56,6",2015
697,Lanuza,"37,3","10,0","31,2","43,5",2015
698,Laoac,"10,7","16,6","7,8","13,6",2015
699,Laoag,"6,6","12,6","5,2","8,0",2015
700,Laoang,"46,0","6,7","40,9","51,0",2015
701,La Paz (AA),"19,3","12,6","15,3","23,3",2015
702,La Paz (AS),"58,4","8,5","50,3","66,6",2015
703,La Paz (LE),"39,3","8,2","34,0","44,6",2015
704,La Paz (TC),"16,6","14,0","12,8","20,4",2015
705,Lapinig,"48,5","10,5","40,2","56,9",2015
706,Lapu Lapu,"16,7","11,3","13,6","19,8",2015
707,Lapuyan,"53,1","8,4","45,8","60,4",2015
708,Larena,"17,1","10,6","14,2","20,1",2015
709,Lasam,"12,2","14,2","9,3","15,0",2015
710,Las Navas,"62,3","6,1","56,0","68,6",2015
711,Las Nieves,"46,2","8,5","39,8","52,7",2015
712,Las Pinas,"2,9","21,2","1,9","3,9",2015
713,La Trinidad,"2,1","18,9","1,4","2,7",2015
714,Laua-An,"24,1","13,0","18,9","29,2",2015
715,Laur,"21,0","12,3","16,7","25,3",2015
716,Laurel,"25,7","10,0","21,5","29,9",2015
717,Lavezares,"44,3","8,9","37,8","50,8",2015
718,Lawaan,"38,7","10,2","32,2","45,2",2015
719,Lazi,"35,8","7,2","31,5","40,0",2015
720,Lebak,"51,7","4,7","47,7","55,6",2015
721,Leganes,"16,4","16,6","11,9","20,8",2015
722,Legazpi,"18,0","10,2","15,0","21,0",2015
723,Lemery (BS),"11,1","9,2","9,4","12,8",2015
724,Lemery (IO),"24,0","13,5","18,7","29,3",2015
725,Leon,"23,7","9,3","20,1","27,3",2015
726,Leyte,"47,1","7,8","41,1","53,1",2015
727,Lezo,"18,0","19,0","12,4","23,6",2015
728,Lian,"13,3","20,9","8,7","17,8",2015
729,Lianga,"38,7","9,7","32,5","44,9",2015
730,Libacao,"30,1","12,6","23,9","36,4",2015
731,Libagon,"42,2","9,2","35,9","48,6",2015
732,Libertad (AE),"20,9","19,0","14,4","27,4",2015
733,Libertad (MO),"46,5","9,3","39,4","53,6",2015
734,Libjo,"43,6","9,0","37,1","50,0",2015
735,Libmanan,"41,3","5,1","37,8","44,8",2015
736,Libon,"36,0","8,6","30,9","41,1",2015
737,Libona,"37,4","11,2","30,5","44,3",2015
738,Libungan,"37,1","7,5","32,6","41,7",2015
739,Licab,"18,6","17,1","13,4","23,9",2015
740,Licuan-Baay,"27,7","9,3","23,5","31,9",2015
741,Lidlidda,"11,1","21,6","7,1","15,0",2015
742,Ligao,"27,8","8,9","23,7","31,9",2015
743,Lila,"26,3","13,7","20,4","32,3",2015
744,Liliw,"3,9","22,7","2,5","5,4",2015
745,Liloan (CU),"14,7","17,7","10,4","18,9",2015
746,Liloan (SL),"44,4","8,2","38,4","50,4",2015
747,Liloy,"38,2","7,1","33,7","42,7",2015
748,Limasawa,"38,3","13,5","29,8","46,8",2015
749,Limay,"10,8","20,7","7,1","14,4",2015
750,Linamon,"30,0","12,8","23,7","36,3",2015
751,Linapacan,"37,7","11,7","30,5","45,0",2015
752,Lingayen,"10,6","12,9","8,4","12,9",2015
753,Lingig,"45,3","7,9","39,4","51,1",2015
754,Lipa,"4,2","13,6","3,3","5,1",2015
755,Llanera,"13,0","13,0","10,2","15,7",2015
756,Llorente,"42,8","7,2","37,8","47,9",2015
757,Loay,"19,8","12,4","15,8","23,8",2015
758,Lobo,"21,5","9,9","18,0","25,0",2015
759,Loboc,"17,0","15,7","12,6","21,3",2015
760,Looc (OM),"23,1","19,4","15,7","30,5",2015
761,Looc (RN),"24,7","15,7","18,3","31,1",2015
762,Loon,"21,4","9,0","18,2","24,6",2015
763,Lope De Vega,"56,9","8,8","48,7","65,0",2015
764,Lopez,"22,4","12,3","17,9","26,9",2015
765,Lopez Jaena,"39,6","9,9","33,2","46,1",2015
766,Loreto (AS),"49,0","7,6","42,9","55,1",2015
767,Loreto (DI),"36,6","12,8","28,9","44,4",2015
768,Los Banos,"2,1","30,8","1,1","3,2",2015
769,Luba,"18,4","15,9","13,6","23,2",2015
770,Lubang,"14,8","21,1","9,7","20,0",2015
771,Lubao,"8,9","13,4","6,9","10,8",2015
772,Lubuagan,"26,6","9,8","22,3","30,9",2015
773,Lucban,"3,8","21,5","2,4","5,1",2015
774,Lucena,"5,9","19,4","4,0","7,8",2015
775,Lugait,"19,3","10,4","16,0","22,6",2015
776,Lugus,"52,9","16,5","38,5","67,3",2015
777,Luisiana,"8,6","25,2","5,0","12,1",2015
778,Lumba-Bayabao,"65,1","7,9","56,7","73,6",2015
779,Lumbaca-Unayan,"68,7","11,2","56,1","81,4",2015
780,Lumban,"7,9","24,3","4,7","11,0",2015
781,Lumbatan,"65,8","10,8","54,1","77,5",2015
782,Lumbayanague,"65,4","10,6","54,0","76,8",2015
783,Luna (AO),"17,4","9,8","14,6","20,2",2015
784,Luna (IA),"8,7","16,8","6,3","11,2",2015
785,Luna (LU),"6,0","19,7","4,0","7,9",2015
786,Lupao,"20,4","13,0","16,0","24,7",2015
787,Lupi,"44,4","5,9","40,1","48,7",2015
788,Lupon,"24,7","13,2","19,4","30,1",2015
789,Lutayan,"54,0","7,0","47,8","60,3",2015
790,Luuk,"51,9","19,6","35,1","68,7",2015
791,Maasim,"48,2","6,4","43,1","53,2",2015
792,Maasin (IO),"28,4","9,9","23,8","33,0",2015
793,Maasin (SL),"33,0","7,4","29,0","37,0",2015
794,Ma-Ayon,"24,2","13,3","18,9","29,5",2015
795,Mabalacat,"8,0","19,0","5,5","10,5",2015
796,Mabinay,"52,7","5,6","47,9","57,5",2015
797,Mabini (BS),"7,3","11,0","6,0","8,6",2015
798,Mabini (BL),"34,1","8,0","29,6","38,6",2015
799,Mabini (CV),"29,5","15,7","21,9","37,1",2015
800,Mabini (PS),"14,9","16,3","10,9","18,9",2015
801,Mabitac,"16,9","19,9","11,4","22,5",2015
802,Mabuhay,"59,1","7,2","52,2","66,1",2015
803,Macabebe,"11,3","16,8","8,2","14,4",2015
804,Macalelon,"28,9","12,5","23,0","34,8",2015
805,Macarthur,"36,3","8,3","31,4","41,3",2015
806,Maco,"23,3","10,6","19,2","27,3",2015
807,Maconacon,"20,9","19,2","14,3","27,5",2015
808,Macrohon,"37,3","9,5","31,5","43,1",2015
809,Madalag,"28,8","14,8","21,7","35,8",2015
810,Madalum,"64,5","8,5","55,4","73,5",2015
811,Madamba,"70,0","8,3","60,4","79,6",2015
812,Maddela,"11,0","14,9","8,3","13,7",2015
813,Madrid,"30,5","11,2","24,9","36,1",2015
814,Madridejos,"28,1","12,0","22,5","33,6",2015
815,Magalang,"9,7","15,1","7,3","12,1",2015
816,Magallanes (AN),"30,8","13,6","23,9","37,7",2015
817,Magallanes (CE),"17,2","17,7","12,2","22,2",2015
818,Magallanes (SO),"45,0","8,3","38,9","51,2",2015
819,Magarao,"32,9","9,1","28,0","37,8",2015
820,Magdalena,"16,4","8,9","14,0","18,8",2015
821,Magdiwang,"35,3","13,7","27,3","43,3",2015
822,Magpet,"42,2","4,6","39,0","45,4",2015
823,Magsaysay (DS),"27,6","13,6","21,4","33,7",2015
824,Magsaysay (LN),"57,1","8,5","49,1","65,1",2015
825,Magsaysay (MO),"50,9","9,0","43,4","58,4",2015
826,Magsaysay (OM),"41,4","11,3","33,7","49,0",2015
827,Magsaysay (PN),"17,3","22,0","11,0","23,5",2015
828,Magsingal,"10,9","17,2","7,8","13,9",2015
829,Maguing,"64,5","10,0","53,9","75,2",2015
830,Mahaplag,"37,9","9,4","32,0","43,7",2015
831,Mahatao,"18,0","24,4","10,7","25,2",2015
832,Mahayag,"40,6","7,5","35,6","45,7",2015
833,Mahinog,"37,0","10,2","30,7","43,2",2015
834,Maigo,"33,4","13,1","26,2","40,6",2015
835,Maimbung,"51,2","19,1","35,1","67,2",2015
836,Mainit,"39,1","8,6","33,6","44,6",2015
837,Maitum,"47,7","5,5","43,4","51,9",2015
838,Majayjay,"8,4","17,3","6,0","10,8",2015
839,Makati,"1,9","19,9","1,3","2,5",2015
840,Makato,"20,1","17,0","14,5","25,7",2015
841,Makilala,"32,2","6,7","28,6","35,7",2015
842,Malabang,"61,6","9,3","52,2","71,0",2015
843,Malabon,"4,5","21,7","2,9","6,1",2015
844,Malabuyoc,"44,3","8,7","37,9","50,6",2015
845,Malalag,"17,3","19,9","11,6","22,9",2015
846,Malangas,"36,4","9,0","31,0","41,7",2015
847,Malapatan,"60,9","6,2","54,7","67,1",2015
848,Malasiqui,"12,3","10,0","10,2","14,3",2015
849,Malay,"17,3","28,6","9,1","25,4",2015
850,Malaybalay,"36,5","9,9","30,5","42,4",2015
851,Malibcong,"44,5","10,4","36,9","52,0",2015
852,Malilipot,"20,3","14,8","15,4","25,3",2015
853,Malimono,"42,9","11,2","34,9","50,8",2015
854,Malinao (AK),"22,2","14,4","16,9","27,4",2015
855,Malinao (AY),"27,5","9,8","23,1","32,0",2015
856,Malita,"57,3","12,9","45,2","69,4",2015
857,Malitbog (BK),"65,7","8,8","56,2","75,2",2015
858,Malitbog (SL),"46,2","5,8","41,8","50,5",2015
859,Mallig,"13,3","17,8","9,4","17,2",2015
860,Malolos,"4,6","16,5","3,3","5,9",2015
861,Malungon,"48,3","4,8","44,5","52,1",2015
862,Maluso,"48,7","17,2","34,9","62,5",2015
863,Malvar,"4,3","27,7","2,3","6,2",2015
864,Mamasapano,"59,8","17,9","42,2","77,4",2015
865,Mambajao,"30,3","12,9","23,8","36,7",2015
866,Mamburao,"21,1","17,0","15,2","27,0",2015
867,Mambusao,"15,6","17,9","11,0","20,2",2015
868,Manabo,"15,7","16,7","11,4","20,0",2015
869,Manaoag,"11,6","13,7","9,0","14,2",2015
870,Manapla,"21,9","21,1","14,3","29,4",2015
871,Manay,"35,2","14,5","26,8","43,6",2015
872,Mandaluyong,"2,4","19,5","1,6","3,2",2015
873,Mandaon,"41,4","7,8","36,1","46,7",2015
874,Mandaue,"11,3","15,2","8,5","14,2",2015
875,Mangaldan,"11,5","13,1","9,0","13,9",2015
876,Mangatarem,"14,7","9,5","12,4","17,0",2015
877,Mangudadatu,"63,7","14,7","48,3","79,1",2015
878,Manila,,,,,2015
879,Manito,"34,3","12,1","27,5","41,2",2015
880,Manjuyod,"41,1","7,3","36,1","46,0",2015
881,Mankayan,"9,3","18,1","6,6","12,1",2015
882,Manolo Fortich,"35,7","8,4","30,8","40,7",2015
883,Mansalay,"31,8","12,4","25,3","38,3",2015
884,Manticao,"30,1","14,4","23,0","37,2",2015
885,Manukan,"53,4","6,9","47,4","59,4",2015
886,Mapanas,"52,8","10,3","43,9","61,7",2015
887,Mapandan,"11,4","19,0","7,8","14,9",2015
888,Mapun,"27,6","28,9","14,5","40,8",2015
889,Marabut,"37,4","10,4","31,0","43,7",2015
890,Maragondon,"13,8","9,3","11,7","15,9",2015
891,Maragusan,"27,6","13,7","21,4","33,8",2015
892,Maramag,"36,5","12,0","29,3","43,6",2015
893,Marantao,"61,1","9,0","52,1","70,1",2015
894,Marawi,"54,6","8,2","47,3","62,0",2015
895,Marcos,"9,8","23,7","6,0","13,6",2015
896,Margosatubig,"31,1","14,3","23,8","38,4",2015
897,Maria,"37,7","8,4","32,4","42,9",2015
898,Maria Aurora,"10,7","14,9","8,1","13,3",2015
899,Maribojoc,"14,6","16,9","10,5","18,7",2015
900,Marihatag,"45,6","8,9","39,0","52,3",2015
901,Marikina,"2,6","23,0","1,6","3,5",2015
902,Marilao,"5,1","32,3","2,4","7,8",2015
903,Maripipi,"31,4","13,5","24,4","38,4",2015
904,Mariveles,"10,5","15,2","7,8","13,1",2015
905,Marogong,"72,5","9,5","61,2","83,9",2015
906,Masbate,"30,0","7,3","26,4","33,6",2015
907,Masinloc,"20,9","13,5","16,3","25,6",2015
908,Masiu,"63,4","9,3","53,7","73,0",2015
909,Maslog,"68,3","8,6","58,5","78,0",2015
910,Masantol,"20,0","15,4","14,9","25,0",2015
911,Mataasnakahoy,"3,6","29,0","1,9","5,2",2015
912,Matag-Ob,"35,5","12,4","28,2","42,7",2015
913,Matalam,"40,5","5,6","36,7","44,2",2015
914,Matalom,"35,6","7,8","31,0","40,1",2015
915,Matanao,"25,1","12,6","19,9","30,3",2015
916,Matanog,"55,9","15,7","41,5","70,3",2015
917,Mati,"18,7","14,4","14,3","23,1",2015
918,Matnog,"45,2","7,9","39,4","51,1",2015
919,Matuguinao,"60,3","7,7","52,6","67,9",2015
920,Matungao,"55,3","6,3","49,6","61,0",2015
921,Mauban,"18,1","11,3","14,7","21,5",2015
922,Mawab,"24,9","17,3","17,8","32,0",2015
923,Mayantoc,"18,3","12,6","14,5","22,0",2015
924,Maydolong,"39,9","9,0","34,0","45,9",2015
925,Mayorga,"33,6","12,6","26,7","40,6",2015
926,Mayoyao,"29,6","6,5","26,4","32,7",2015
927,Medellin,"26,6","11,5","21,5","31,6",2015
928,Medina,"18,6","11,0","15,2","22,0",2015
929,Mendez,"5,2","16,1","3,8","6,6",2015
930,Mercedes,"43,7","7,3","38,4","49,0",2015
931,Mercedes (ES),"35,7","12,6","28,2","43,1",2015
932,Merida,"31,5","11,9","25,3","37,7",2015
933,Mexico,"8,8","15,1","6,6","10,9",2015
934,Meycauayan,"5,8","17,1","4,2","7,5",2015
935,Miag-ao,"20,7","9,3","17,5","23,8",2015
936,Midsalip,"55,1","6,9","48,9","61,4",2015
937,Midsayap,"39,2","4,3","36,4","42,0",2015
938,Milagros,"44,6","7,8","38,9","50,3",2015
939,Milaor,"32,8","8,5","28,2","37,4",2015
940,Mina,"22,1","14,1","16,9","27,2",2015
941,Minalabac,"45,4","6,6","40,5","50,3",2015
942,Minalin,"8,8","18,8","6,1","11,6",2015
943,Minglanilla,"13,5","14,8","10,2","16,7",2015
944,Mlang,"31,6","6,8","28,1","35,1",2015
945,Moalboal,"26,6","12,0","21,3","31,8",2015
946,Mobo,"45,2","7,3","39,8","50,6",2015
947,Mogpog,"13,6","12,1","10,9","16,3",2015
948,Moises Padilla,"31,2","15,7","23,2","39,3",2015
949,Molave,"29,3","8,8","25,1","33,5",2015
950,Moncada,"17,7","12,1","14,1","21,2",2015
951,Mondragon,"51,8","8,6","44,5","59,1",2015
952,Monkayo,"30,8","13,0","24,2","37,4",2015
953,Monreal,"58,0","8,5","49,9","66,1",2015
954,Montevista,"33,4","12,5","26,5","40,2",2015
955,Morong (BN),"15,0","28,1","8,1","22,0",2015
956,Morong (RL),"4,9","31,4","2,4","7,5",2015
957,Motiong,"48,5","10,6","40,0","56,9",2015
958,Mulanay,"34,3","9,4","29,0","39,6",2015
